PROVIDER,CITY,COUNTRY
PHARMACIE NGOR OASIS,"NGOR ALMADIES, ROUTE DE L’AÉROPORT",SENEGAL
PHARMACIE ORIENTALE,QUARTIER ABATTOIRS,SENEGAL
PHARMACIE PAPA CHEIKH DIAGNE,CARREFOUR DU RELAIS,SENEGAL
PHARMACIE PASCAL,PARCELLES ASSAINIES – KEUR MASSAR,SENEGAL
PHARMACIE PASSOIRE,309 TABANGOYE 2 PASSOIRE ,SENEGAL
PHARMACIE PASTEUR,AVENU PASTEUR – VERS STATION SHELL - PLATEAU,SENEGAL
PHARMACIE PRINCIPALE,THIES,SENEGAL
PHARMACIE PRINCIPALE,PIKINE TALLY BOUMACK,SENEGAL
PHARMACIE RADJA,HANN MARISTES 1 J84,SENEGAL
PHARMACIE RAHMA GADAYE,CITÉ GADAYE,SENEGAL
PHARMACIE RAHMANE GRAND STANDING,GRAND STANDING – AU NIVEAU STATION EDK OIL,SENEGAL
PHARMACIE REPUBLIQUE,BOULEVARD DE LA RÉPUBLIQUE,SENEGAL
PHARMACIE ROND POINT JAXAAY,ALMADIES 2,SENEGAL
PHARMACIE SERIGNE FALILOU MBACKÉ,"TOUBA 28, EN FACE AGENCE MICROCRED",SENEGAL
PHARMACIE SERIGNE SALIOU MBACKE,AVENUE EL HADJ MALICK SY BP 3174,SENEGAL
PHARMACIE TERANGA,68 RUE THÈZE X RUE FÉLIX FAURE,SENEGAL
PHARMACIE TOUBA MADINA, TOUBA NDAME FACE STATION ELTON TOUBA,SENEGAL
PHARMACIE TOUBA MBACKE,ROND-POINT COLOBANE ,SENEGAL
PHARMACIE VITAL,5 RUE FÉLIX FAURE X RUE COLBERT,SENEGAL
PHARMACIE WASSOUR,GRAND MBAO SYPROM VILLA 171/173,SENEGAL
PHARMACIE YEUMBEUL,KM 19 ROUTE DE MALIKA,SENEGAL
PHARMACIE COURO,"PHQ9+H9Q - HANN BEL-AIR
DAKAR",SENEGAL
PHARMACIE NABY RASSOUL PSL,"PHRC+VX8 - HANN BEL-AIR
DAKAR
DAKAR - SÉNÉGAL",SENEGAL
PHARMACIE BAKH YAYE MAME ADAMA DE THIES,BOULEVARD NGUINTH VILLA 318 - THIÈS,SENEGAL
PHARMACIE RASSUL (DR MAMADOU LAMINE BADJI),RUE PRINCIPALE -FATICK - DAKAR,SENEGAL
PHARMACIE DU NDOUCOUMANE,QUARTIER ESCALE BP 50,SENEGAL
PHAMACIE DU NDIAMBOUR,"246 RUE DE LA MARNE 22,
LOUGA",SENEGAL
PHARMACIE MAIMOUNA,"RUE 37 X 28 MÉDINA - MEDINA
TAMBACOUNDA
DAKAR - SÉNÉGAL",SENEGAL
PHARMACIE MATLABOU CHIFAI BAYE SAMBA DIA,4979+PRG : RÉGION DE THIÈS - MECKHE,SENEGAL
PHARMACIE AFIA 5,ROUTE DE BOUNE DAKAR,SENEGAL
PHARMACIE NOUVELLE EL HADJ DAOUDA DIA,BOUSTANE,SENEGAL
PHARMACIE YA SALAM,"MARCHE CENTRAL, CENTRE VILLE - KÉDOUGOU",SENEGAL
PHARMACIE THIAALA,AVENUE LÉOPOLD SEDAR SENGHOR- TAMBACOUNDA,SENEGAL
PHARMACIE SICAP MBAO,"315, SICAP MBAO, MBAO, PIKINE",SENEGAL
PHARMACIE DE L'EMMANUEL SUARL,GRAND DAKAR,SENEGAL
PHARMACIE CHEIKH IBRAHIMA NIASS,TIVAOUNE,SENEGAL
PHARMACIE NELSON MANDELA,10 AVENUE NELSON MANDELA,SENEGAL
PHARMACIE KIRENE,ROUTE DES CIMENTS DU SAHEL ,SENEGAL
PHARMACIE AICHA,"15 KM ROUTE DE RUFISQUE
DAKAR",SENEGAL
PHARMACIE ROND POINT PHILIPPE MAGUILENE SENGHOR (DR EL HADJI IBRAHIMA TOURE),PATTE D'OIES CITE SOPRIM,SENEGAL
PHARMACIE DE OUAKAM,"OUAKAM, DAKAR",SENEGAL
PHARMACIE THIERNO AMADOU BARRO ( DR ABDOULAYE THIAW),D CENTENAIRE COMM DAKAR,SENEGAL
PHARMACIE DU FLEUVE NOUVELLE ( DR BAYE MADIAW DIAO),"SAINT LOUIS, SENEGAL",SENEGAL
PHARMACIE TABARA (DR TALLA DIOP),"ZAC MBAO DAKAR, SENEGAL",SENEGAL
PHARMACIE MOHAMED PSL (DR DJIBRIL NDIAYE ),THIES,SENEGAL
PHARMACIE CLAVER (DR ANNE MARIE ROSE DIENE),"TIVAOUANE, SÉNÉGAL",SENEGAL
PHARMACIE EL HADJ YARE,"VILLA AW 14, CITE KEUR GORGUI SACRE CŒUR PYROTECHNIQUE",SENEGAL
PHARMACIE LYDIOR,"IMM. MARIAMA DAKAR, 3 VOIE DE DÉGAGEMENT N - SICAP-LIBERTÉ - DAKAR",SENEGAL
PHARMACIE MAME NDIARE,"YOFF, ROUTE AEROPORT LSS",SENEGAL
PHARMACIE LE GUELEWAR,RTE RUFISQUE-NIAGA-LAC ROSE,SENEGAL
PHARMACIE SIKILO KOLDA,QUARTIER SIKILO KOLDA – RTE CAMP DES GARDES,SENEGAL
PHARMACIE DU BAOL,"AVENUE EL HADJ MALICK SY X RUE THÉVENOT
",SENEGAL
PHARMACIE SCAT URBAM,B24 SCAT URBAM GRAND YOFF,SENEGAL
PHARMACIE DIAMAGUENE MBORO,QUARTIER DIAMAGUENE,SENEGAL
PHARMACIE ESPERANCE SOKHNA ROKHAYA DR AITA NDOYE COULIBALY,HLM 2 ,SENEGAL
PHARMACIE SERIGNE MANSOUR SY,"TIVAOUNE, ROUTE DE L'HOPITAL",SENEGAL
PHARMACIE MIGNEL,MARCHÉ GRAND YOFF,SENEGAL
PHARMACIE SERIGNE MBAYE SY ABDOU,FACE STATION SHELL SUR LA ROUTE DE ST LOUIS,SENEGAL
PHARMACIE MARIETOU SECK,QUARTIER DANGOU - RUFISQUE,SENEGAL
PHARMACIE MAME CHEIKH AL MAKHTOUM,QUARTIER DINGUESSOU,SENEGAL
PHARMACIE MACTAR DIAW ,350 ZONE DE CAPTAGE GRAND YOFF,SENEGAL
PHARMACIE KENEYA,KEDOUGOU,SENEGAL
PHARMACIE HAFIA,228 AVENUE DU CARDINAL HYACINTHE THIANDOUM,SENEGAL
PHARMACIE BOULEVARD DE LA MEDINA ,AVENUE EL HADJI IBRAHIMA NIASS,SENEGAL
DR AYAD MOHAMED,13 RUE JULES FERRY,SENEGAL
DR BADDREDINE ALI,60 RUE CARNOT,SENEGAL
DR THIAKANE MICHEL,SACRÉ CŒUR III – VILLA N°9985,SENEGAL
DR WAYZANI MEHDY,25 RUE VINCENS,SENEGAL
BIPA SARL,KM 1 AVENUE CHEIKH ANTA DIOP EN FACE HÔPITAL ABASS NDAO,SENEGAL
C.I.E.M. CENTRE D’IMAGERIE ET D’EXPLORATIONS MEDICALES,OUAKAM KM8 FACE RESTAURANT « LE RÉGAL »,SENEGAL
CABINET DE RADIOLOGIE PINEAU ET ASSOCIES,5 RUE MOHAMED V – EN FACE APIX,SENEGAL
CDIMED – CENTRE DE DIAGNOSTIC ET D’IMAGERIE MEDICALE,RUE PE-34 MALAADO PLAZA IMMEUBLE H RDC BLOC 1 POINT E,SENEGAL
CENTRE D’IMAGERIE MEDICALE,MERMOZ 2E PORTE,SENEGAL
CERIM - CENTRE DE RADIODIAGNOSTIC ET D’IMAGERIE MEDICALE,351 AVENUE MALICK SY,SENEGAL
DR GHOZAYEL FAYCAL,CLINIQUE DE LA MADELEINE – 18 AVENUE DES JAMBAARS,SENEGAL
IMODSEN,CORNICHE OUEST – RUE LÉO F.,SENEGAL
MEDICS SARL,C.I.D.I.S. – FANN HOCK VILLA N°14 BLD MARTIN L. KING,SENEGAL
RADIOLOGUES ASSOCIÉS – DR A. NDOYE,41BIS RUE CARNOT,SENEGAL
ESCULAPE 2000,"RUE 5 X D, POINT E
BP 15637",SENEGAL
CENTRE DE RADIOLOGIE MAGNETIKA,"LOTISSEMENT BALNÉAIRE DES ALMADIES,  VILLA NUMÉRO 48 CORNICHE DES ALMADIES.",SENEGAL
DR MBAYE NDOYE,"RUE PASCAL, KEURY SOUF, RUFISQUE",SENEGAL
CIDIS,FANN HOCK FACE COURS DE CASSATION (EX RESTAURANT INDIEN ZEIKA,SENEGAL
IMEHRA - CABINET DE RADIOLOGIE ET D'IMAGERIE MEDICALE,155 AVENUE CAEN EX IPRESS THIES,SENEGAL
CERIM - CENTRE DE RADIODIAGNOSTIC ET D'IMAGERIE MEDICALE,351 AVENUE MALICK SY RANDOULENE NORD,SENEGAL
CDIMED – CENTRE DE DIAGNOSTIC ET D'IMAGERIE MEDICALE,"RUE PE-34, MALAADO PLAZA, IMM. H, R.D.C BLOC 1,POINT E, DAKAR, RÉPUBLIQUE DU SÉNÉGAL",SENEGAL
CENTRE DE RADIOLOGIE ET D'IMAGERIE MEDICALE LAYOSANE,"À COTÉ DE LA BOULANGERIE GRAINE D'OR, 60 RTE NGOR VILLAGE, DAKAR, SÉNÉGAL",SENEGAL
DR BA THIERNO ALY SIDY,CABINET « IBRAHIMA BA » - BLD DE L’EST – POINT E,SENEGAL
DR KANE BABACAR,9 AVENUE FAIDHERBE,SENEGAL
SUMA ASSISTANCE,CITÉ KEUR GORGUI SACRÉ CŒUR 3 PYROTECHNIE X VDN,SENEGAL
URGENCES CARDIO - ACTES AMBULATOIRES UNIQUEMENT,SOTRAC MERMOZ ANCIENNE PISTE N°33,SENEGAL
URGENCES ET SOLUTIONS MEDICALES,SACRÉ CŒUR 3 EXTENSION VILLA N° 10822 VDN,SENEGAL
DR. HASSAN AL SISI,CAIRO,EGYPT
KASR ELEINY NEW EDUCATIONAL HOSPITAL,CAIRO,EGYPT
AL AWADY PHYSIOTHERAPY CENTER,GIZA,EGYPT
AL AWADY PHYSIOTHERAPY CENTER,CAIRO,EGYPT
GRAND LABORATORY,GIZA,EGYPT
GRAND LABORATORY,GIZA,EGYPT
GRAND LABORATORY,GIZA,EGYPT
GRAND LABORATORY,GIZA,EGYPT
GRAND LABORATORY,GIZA,EGYPT
GRAND LABORATORY,GIZA,EGYPT
GRAND LABORATORY,CAIRO,EGYPT
GRAND LABORATORY,CAIRO,EGYPT
GRAND LABORATORY,CAIRO,EGYPT
GRAND LABORATORY,CAIRO,EGYPT
GRAND LABORATORY,CAIRO,EGYPT
GRAND LABORATORY,CAIRO,EGYPT
GRAND LABORATORY,CAIRO,EGYPT
GRAND LABORATORY,CAIRO,EGYPT
GRAND LABORATORY,CAIRO,EGYPT
GRAND LABORATORY,CAIRO,EGYPT
TECHNOLAB,GIZA,EGYPT
TECHNOLAB,CAIRO,EGYPT
TECHNOLAB,CAIRO,EGYPT
ALAMAL SPECIALIZED HOSPITAL,CAIRO,EGYPT
AL OYOUN AL DAWLI HOSPITAL - EGYPT,LUXOR,EGYPT
AL OYOUN AL DAWLI HOSPITAL - EGYPT,GIZA,EGYPT
AL OYOUN AL DAWLI HOSPITAL - EGYPT,GIZA,EGYPT
AL OYOUN AL DAWLI HOSPITAL - EGYPT,CAIRO,EGYPT
AL OYOUN AL DAWLI HOSPITAL - EGYPT,BANI SUEF,EGYPT
AL OYOUN AL DAWLI HOSPITAL - EGYPT,FAYOUM,EGYPT
DR. MOHAMAD MOHAMAD ABDEL SAMAD ABU ZAID (AL-ABD DENTAL CENTER),CAIRO,EGYPT
DR.KHALED AHMED MOHAMED EL HOOT,GIZA,EGYPT
DR.MAHMOUD RAEF ABDEL FATTAH SAQR ( BLENDA DENTAL CARE ),CAIRO,EGYPT
DR.RAGHDA SAID ABDEL HAMID,CAIRO,EGYPT
DR.RAGHDA SAID ABDEL HAMID,CAIRO,EGYPT
METRO PHARMACY,CAIRO,EGYPT
OSCAR PHARMACY,GIZA,EGYPT
WORLD EYE CENTER,CAIRO,EGYPT
EGYPTIAN DRUG STORE - CARE PHARMACY,GIZA,EGYPT
EGYPTIAN DRUG STORE - CARE PHARMACY,CAIRO,EGYPT
EGYPTIAN DRUG STORE - CARE PHARMACY,MENOPHIA,EGYPT
CARE PHARMACY,SHARQEYA,EGYPT
EGYPTIAN DRUG STORE - CARE PHARMACY,PORT SAID,EGYPT
EGYPTIAN DRUG STORE - CARE PHARMACY,CAIRO,EGYPT
EGYPTIAN DRUG STORE - CARE PHARMACY,CAIRO,EGYPT
EGYPTIAN DRUG STORE - CARE PHARMACY,GIZA,EGYPT
EGYPTIAN DRUG STORE - CARE PHARMACY,GIZA,EGYPT
EGYPTIAN DRUG STORE - CARE PHARMACY,QALIOUBIA,EGYPT
EGYPTIAN DRUG STORE - CARE PHARMACY,GIZA,EGYPT
EGYPTIAN DRUG STORE - CARE PHARMACY,CAIRO,EGYPT
EGYPTIAN DRUG STORE - CARE PHARMACY,CAIRO,EGYPT
EGYPTIAN DRUG STORE - CARE PHARMACY,CAIRO,EGYPT
EGYPTIAN DRUG STORE - CARE PHARMACY,ASSUIT,EGYPT
CARE PHARMACY,DAMIATTA,EGYPT
CARE PHARMACY,GIZA,EGYPT
EGYPTIAN DRUG STORE - CARE PHARMACY,CAIRO,EGYPT
EGYPTIAN DRUG STORE - CARE PHARMACY,CAIRO,EGYPT
CARE PHARMACY,GIZA,EGYPT
CARE PHARMACY,GHARBEYA,EGYPT
CARE PHARMACY,ALEXANDRIA,EGYPT
CARE PHARMACY,GIZA,EGYPT
EGYPTIAN DRUG STORE - CARE PHARMACY,CAIRO,EGYPT
CARE PHARMACY,GIZA,EGYPT
EL-LAITHY PHARMACY(DR.SALAH EL-LAITHY),GIZA,EGYPT
EL-LAITHY PHARMACY(DR.SALAH EL-LAITHY),GIZA,EGYPT
EL-LAITHY PHARMACY(DR.SALAH EL-LAITHY),CAIRO,EGYPT
EL-LAITHY PHARMACY(DR.SALAH EL-LAITHY),CAIRO,EGYPT
DR. REDA PHARMACY (IBRAHAM REDA) - CAIRO,CAIRO,EGYPT
DR. REDA PHARMACY - CAIRO,CAIRO,EGYPT
DR. REDA PHARMACY (IBRAHAM REDA) - CAIRO,CAIRO,EGYPT
EL-LAITHY PHARMACY(DR.SALAH EL-LAITHY),CAIRO,EGYPT
SAN MICHEAL PHARMACY-HADAEK AL KOBA-CAIRO,CAIRO,EGYPT
DR. ASHRAF AMER PHARMACY,ALEXANDRIA,EGYPT
AL AMAL PHARMACY-AOSEEM-GIZA,GIZA,EGYPT
DR. MAGDA PHARMACY,GIZA,EGYPT
DR. AHMED NASHAAT PHARMACY - CAIRO,CAIRO,EGYPT
DR.MOHAMED FAWZY PHARMACY,CAIRO,EGYPT
DR. SHERRY HANNA PHARMACY,CAIRO,EGYPT
WASFEY PHARMACY,CAIRO,EGYPT
SEHHA AL-DAWAAEYYA PHARMACY,CAIRO,EGYPT
SEHHA AL-DAWAAEYYA PHARMACY,CAIRO,EGYPT
SEHHA AL-DAWAAEYYA PHARMACY,CAIRO,EGYPT
SEHHA AL-DAWAAEYYA PHARMACY,CAIRO,EGYPT
ALEX PHARMACY - ALEXANDRIA,ALEXANDRIA,EGYPT
ALEX PHARMACY - ALEXANDRIA,ALEXANDRIA,EGYPT
ALEX PHARMACY - ALEXANDRIA,ALEXANDRIA,EGYPT
MAGDY SWIFY PHARMACY,ALEXANDRIA,EGYPT
SHERIHAB PHARMACY - ALEXANDRIA,ALEXANDRIA,EGYPT
SHEREEN PHARMACY - NASR CITY,CAIRO,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,ISMAILIA,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,BEHIRA,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,SUEZ,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,GHARBEYA,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,CAIRO,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,CAIRO,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,CAIRO,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,CAIRO,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,GIZA,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,GIZA,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,GIZA,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,CAIRO,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,CAIRO,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,CAIRO,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,CAIRO,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,CAIRO,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,CAIRO,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,CAIRO,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,CAIRO,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,CAIRO,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,CAIRO,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,CAIRO,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,CAIRO,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,CAIRO,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,CAIRO,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,CAIRO,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,CAIRO,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,QALIOUBIA,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,QALIOUBIA,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,ASSUIT,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,PORT SAID,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,KAFR EL SHEIKH,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,GIZA,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,GHARBEYA,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,LUXOR,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,FAYOUM,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,CAIRO,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,GIZA,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,CAIRO,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,GIZA,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,CAIRO,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,CAIRO,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,BEHIRA,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,CAIRO,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,SOHAG,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,BANI SUEF,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,MENIA,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,CAIRO,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,DAMIATTA,EGYPT
EGYPTIAN PHARMACEUTICAL TRADING COMPANY - EGYDRUG,ASWAN,EGYPT
AL MASA HOSPITAL,CAIRO,EGYPT
DR.RADWAN GAMAL AL DEIN ABDEL HAMED,CAIRO,EGYPT
SMART DENTAL CLINIC (HAZEM BELTAGY),CAIRO,EGYPT
SMART DENTAL CLINIC (HAZEM BELTAGY),GIZA,EGYPT
SMART DENTAL CLINIC (HAZEM BELTAGY),GIZA,EGYPT
SMART DENTAL CLINIC (HAZEM BELTAGY),CAIRO,EGYPT
SMART DENTAL CLINIC (HAZEM BELTAGY),RED SEA,EGYPT
DR. AHMED EL KHARBOTLY,CAIRO,EGYPT
INTERNATIONAL MEDICAL CARE COMPANY FOR MEDICAL SERVICES (TAG DENTAL),ALEXANDRIA,EGYPT
INTERNATIONAL MEDICAL CARE COMPANY FOR MEDICAL SERVICES (TAG DENTAL),ALEXANDRIA,EGYPT
CURA AL-NASR HOSPITAL,CAIRO,EGYPT
DR. SOHAIR MOHAMED EL SAYED NASSAR,CAIRO,EGYPT
DR. SEHAM HUSSEIN NAGUIB,GIZA,EGYPT
DR.HASSAN ABDEL HAFEEZ MAHMOUD,GIZA,EGYPT
VIVA AL AKAD HOSPITAL,CAIRO,EGYPT
CITY CLINIC FOR MEDICAL SERVICES,GIZA,EGYPT
CITY CLINIC FOR MEDICAL SERVICES,GIZA,EGYPT
CITY CLINIC FOR MEDICAL SERVICES,GIZA,EGYPT
CITY CLINIC FOR MEDICAL SERVICES,CAIRO,EGYPT
CITY CLINIC FOR MEDICAL SERVICES,GIZA,EGYPT
DR. SALEH MAHMOUD SALEH (AGOUZA CENTER FOR GASTROENTEROLOGY AND LIVER),GIZA,EGYPT
NEURO ESPITALIA HOSPITAL,GIZA,EGYPT
NILE PHYSICAL THERAPY,GIZA,EGYPT
NILE PHYSICAL THERAPY,GIZA,EGYPT
NILE PHYSICAL THERAPY,GIZA,EGYPT
NILE PHYSICAL THERAPY,GIZA,EGYPT
ULTRA SCAN,GIZA,EGYPT
DR. SAADAT EL GHAWABI,CAIRO,EGYPT
ALFA CARE PHYSIOTHERAPY CENTER,CAIRO,EGYPT
ALFA CARE PHYSIOTHERAPY CENTER,CAIRO,EGYPT
ALFA CARE PHYSIOTHERAPY CENTER,CAIRO,EGYPT
ALFA CARE PHYSIOTHERAPY CENTER,CAIRO,EGYPT
ALFA CARE PHYSIOTHERAPY CENTER,CAIRO,EGYPT
ALFA CARE PHYSIOTHERAPY CENTER,DAKAHLIA,EGYPT
MOUNIR NASIF OPTICS,CAIRO,EGYPT
MOUNIR NASIF OPTICS,GIZA,EGYPT
MOUNIR NASIF OPTICS,CAIRO,EGYPT
MOUNIR NASIF OPTICS,CAIRO,EGYPT
MOUNIR NASIF OPTICS,CAIRO,EGYPT
MOUNIR NASIF OPTICS,CAIRO,EGYPT
MOUNIR NASIF OPTICS,CAIRO,EGYPT
MOUNIR NASIF OPTICS,CAIRO,EGYPT
DR. EZZAT ABDEL FATTAH AFIFI,CAIRO,EGYPT
DR. EZZAT ABDEL FATTAH AFIFI,CAIRO,EGYPT
DR. EZZAT ABDEL FATTAH AFIFI,QALIOUBIA,EGYPT
EL GAMAL DENTAL CENTER ( DR. ASHRAF LOTFY ABDEL EL LATIF SELIMAN),GIZA,EGYPT
DR. MOHAMED NABIL EL BAHRAWY CENTER,GIZA,EGYPT
DR. MOHAMED NABIL EL BAHRAWY CENTER,GIZA,EGYPT
ALFA CARE PHYSIOTHERAPY CENTER,ALEXANDRIA,EGYPT
ALFA CARE PHYSIOTHERAPY CENTER,SHARQEYA,EGYPT
ALFA CARE PHYSIOTHERAPY CENTER,GIZA,EGYPT
ALFA CARE PHYSIOTHERAPY CENTER,CAIRO,EGYPT
ALFA CARE PHYSIOTHERAPY CENTER,GIZA,EGYPT
ALFA CARE PHYSIOTHERAPY CENTER,MENOPHIA,EGYPT
ALFA CARE PHYSIOTHERAPY CENTER,MENOPHIA,EGYPT
ALFA CARE PHYSIOTHERAPY CENTER,GHARBEYA,EGYPT
LAB MED,GIZA,EGYPT
LAB MED,GIZA,EGYPT
LAB MED,CAIRO,EGYPT
LAB MED,CAIRO,EGYPT
LAB MED,CAIRO,EGYPT
LAB MED,CAIRO,EGYPT
ARQA SPECIALIZED CLINCS,GIZA,EGYPT
ALFA CARE PHYSIOTHERAPY CENTER,BANI SUEF,EGYPT
DR.RASHAD ABDEL HALIM ALROUBY,GIZA,EGYPT
REAYA RADIOLOGY CENTER,CAIRO,EGYPT
DR. HATEM FATHY EL MAGHRABI,CAIRO,EGYPT
DR. HATEM FATHY EL MAGHRABI,CAIRO,EGYPT
HANZA MEDICA CLINICS,CAIRO,EGYPT
TRIO DENTAL CLINIC,CAIRO,EGYPT
SERENE LIFE CENTER,GIZA,EGYPT
SERENE LIFE CENTER,GIZA,EGYPT
ROYAL LAB,LUXOR,EGYPT
ROYAL LAB,SHARQEYA,EGYPT
ROYAL LAB,FAYOUM,EGYPT
ROYAL LAB,GIZA,EGYPT
ROYAL LAB,GIZA,EGYPT
ROYAL LAB,GIZA,EGYPT
ROYAL LAB,CAIRO,EGYPT
ROYAL LAB,CAIRO,EGYPT
ROYAL LAB,CAIRO,EGYPT
ROYAL LAB,CAIRO,EGYPT
ROYAL LAB,GIZA,EGYPT
ROYAL LAB,CAIRO,EGYPT
ROYAL LAB,CAIRO,EGYPT
ROYAL LAB,CAIRO,EGYPT
ROYAL LAB,GIZA,EGYPT
ROYAL LAB,GIZA,EGYPT
ROYAL LAB,CAIRO,EGYPT
ROYAL LAB,CAIRO,EGYPT
ROYAL LAB,CAIRO,EGYPT
ROYAL LAB,CAIRO,EGYPT
ROYAL LAB,CAIRO,EGYPT
ROYAL LAB,CAIRO,EGYPT
ROYAL LAB,CAIRO,EGYPT
ROYAL LAB,QALIOUBIA,EGYPT
ROYAL LAB,QALIOUBIA,EGYPT
ROYAL LAB,QALIOUBIA,EGYPT
ROYAL LAB,MENIA,EGYPT
ROYAL LAB,ASWAN,EGYPT
ROYAL LAB,ASSUIT,EGYPT
ROYAL LAB,BANI SUEF,EGYPT
ROYAL LAB,QUENA,EGYPT
ROYAL LAB,QUENA,EGYPT
ROYAL LAB,GIZA,EGYPT
ROYAL LAB,GIZA,EGYPT
ROYAL LAB,CAIRO,EGYPT
ROYAL LAB,GHARBEYA,EGYPT
ROYAL LAB,SUEZ,EGYPT
ROYAL LAB,DAKAHLIA,EGYPT
ROYAL LAB,MENOPHIA,EGYPT
ROYAL LAB,SHARQEYA,EGYPT
ROYAL LAB,GIZA,EGYPT
AL HAYAT SHERATON CENTER,CAIRO,EGYPT
EVE CLINICS,GIZA,EGYPT
ROYAL LAB,CAIRO,EGYPT
ROYAL LAB,CAIRO,EGYPT
ROYAL LAB,CAIRO,EGYPT
ROYAL LAB,CAIRO,EGYPT
ROYAL LAB,CAIRO,EGYPT
ROYAL LAB,CAIRO,EGYPT
ROYAL LAB,CAIRO,EGYPT
ROYAL LAB,CAIRO,EGYPT
ROYAL LAB,CAIRO,EGYPT
ROYAL LAB,CAIRO,EGYPT
ROYAL LAB,GIZA,EGYPT
ROYAL LAB,GIZA,EGYPT
ROYAL LAB,GIZA,EGYPT
ROYAL LAB,QALIOUBIA,EGYPT
ROYAL LAB,ASSUIT,EGYPT
ROYAL LAB,MENIA,EGYPT
ROYAL LAB,SOHAG,EGYPT
ROYAL LAB,ALEXANDRIA,EGYPT
ROYAL LAB,ALEXANDRIA,EGYPT
ROYAL LAB,ALEXANDRIA,EGYPT
ROYAL LAB,ALEXANDRIA,EGYPT
